A	 -3.365111	 -0.169107
B	  0.542043	 -1.383297
B	  3.853242	 -7.835175
B	  3.045017	 -2.355009
B	  2.548784	  0.469227
B	  2.837740	 -3.903458
B	  2.652008	 -0.270711
B	  3.892693	 -7.992471
A	  5.056881	  1.194808
B	  3.758512	 -7.473336
B	  0.777553	 -2.179924
B	  3.576909	 -2.345503
B	  2.341000	 -2.683538
B	  2.338217	 -4.713485
B	  2.222010	 -0.080326
B	  2.486135	 -4.379424
B	  2.000396	 -5.126252
A	 -2.185886	 -2.081777
B	  3.777039	 -7.435666
A	 -3.051873	  2.517304
B	  3.661818	 -8.555817
A	 -2.958040	  3.775665
A	 -2.737036	 -4.872351
A	 -0.703406	 -3.109021
B	  2.951878	 -6.531133
A	  4.481172	 -1.015818
B	  3.767453	 -4.796177
B	  2.455076	 -5.396987
B	  2.400232	 -0.919381
B	  2.650848	 -2.514143
A	  5.404914	 -1.154843
B	  4.745597	 -7.208450
B	  4.314634	 -7.873321
B	  2.648840	 -5.602662
A	 -0.896231	 -3.381622
B	  2.348365	 -5.977444
A	  4.271519	 -1.104565
A	 -4.407078	  2.553068
A	  3.185336	  1.661398
B	  2.642659	 -7.168735
B	  3.793863	 -6.675361
A	  5.603468	  0.338985
A	  2.995919	  2.730053
A	 -2.361829	  0.127551
B	  0.107426	 -0.614142
A	  5.868250	 -0.455914
A	  3.509367	  2.083454
B	  2.665933	 -3.860164
A	  6.352239	 -2.638754
A	 -0.837513	 -1.655131
B	  2.145996	 -0.058391
A	 -3.174283	 -2.524343
B	  2.203963	 -2.903723
B	  1.242336	 -2.579535
A	 -2.928085	  2.455709
A	  3.630935	  1.433834
A	  2.947215	  2.144312
A	 -2.935608	 -4.647931
A	  5.404041	 -0.641941
B	  2.615654	 -2.561129
B	  3.743379	 -3.722065
A	 -2.652696	  2.581060
B	  3.172698	 -4.779170
A	  6.069158	  5.152899
B	  3.581942	 -4.693201
A	 -2.643946	 -1.087158
A	 -4.708256	  4.249597
B	  3.761398	 -5.957277
B	  3.086525	 -1.986481
B	  1.996388	 -0.182519
B	  1.078755	 -3.242905
A	 -1.525735	  1.674080
A	 -1.726299	  2.018557
A	 -2.757847	 -0.008073
B	  4.361661	 -6.480428
B	  4.301968	 -4.596592
A	 -0.968404	 -1.352061
A	 -1.597743	 -1.521849
A	  3.526251	  5.125679
A	 -3.775190	  2.447950
B	  1.316474	  0.884000
B	  0.991616	  0.765194
A	  6.096733	  0.740371
B	  2.610911	 -8.341667
B	  2.532236	 -5.631601
A	 -4.185295	  3.427290
A	  5.506100	  1.427325
A	 -3.534742	  2.035299
A	  6.393914	 -1.134246
B	  2.569921	 -6.670005
A	 -4.843269	  2.582726
B	  1.690664	 -3.397812
A	 -2.203948	 -2.497436
B	  1.893869	 -0.890710
B	  3.051686	 -6.052064
B	  3.089413	 -2.358820
B	  1.378083	 -1.752296
A	 -5.048593	  1.786572
A	 -4.040448	  1.921556
A	  3.672294	  0.054856
B	  1.981555	 -3.755560
A	  3.971036	  6.391197
A	 -3.466219	  0.040091
B	  1.860054	 -3.882221
A	 -0.647707	 -0.850435
B	  3.168338	 -6.350605
B	  1.414696	 -0.384184
A	  6.116004	  3.861596
B	  1.994010	 -4.943168
A	  4.123282	  6.100740
A	  3.558130	  6.777624
A	  6.197437	  4.781544
B	  4.136033	 -8.554090
B	  2.283144	 -3.848500
B	  1.161436	 -2.822209
A	  7.286613	  1.010880
B	  3.789550	 -5.736867
A	  2.285944	  4.836710
A	 -3.256511	  2.093999
A	  6.232137	  2.257412
A	 -4.215902	  1.643388
A	 -4.070525	  2.024777
B	  4.971828	 -7.763159
B	  1.187687	 -4.193392
A	 -3.713925	  0.646251
B	  3.017193	 -6.689883
B	  0.705457	  0.297561
B	  3.985633	 -3.848130
A	  4.962547	 -0.460126
A	 -0.362868	 -2.015770
A	 -5.708847	  2.465111
A	  3.427968	  2.148760
B	  1.653227	 -3.293168
B	  2.742448	 -7.147469
A	 -0.027153	 -2.776198
B	  2.414030	 -2.826789
B	  1.459767	 -0.518453
B	  2.979331	 -8.055634
A	  4.220618	  3.882150
B	  3.164861	 -2.151933
B	  3.363679	 -5.510055
A	 -3.259222	  2.579396
B	  1.802143	 -0.147909
A	 -4.994697	  2.974933
B	  3.423599	 -8.694411
A	  1.940409	  5.095783
B	  1.444915	  0.548310
B	  2.595505	 -2.867581
B	  0.458348	 -1.162976
B	  1.769763	 -2.921609
B	  3.290961	 -4.987063
A	  7.081900	  1.354236
B	  0.133127	  0.253598
A	  3.937896	  3.547373
B	  1.100346	 -2.525113
B	  1.893070	 -5.072280
B	  2.569578	 -7.049336
B	  2.319580	 -3.203065
A	 -2.809615	  0.006269
A	 -3.291349	 -0.392001
A	 -2.109552	  3.066370
B	  1.832438	  0.901324
B	  1.676801	 -1.074061
A	 -1.994781	 -3.749599
B	  4.063865	 -3.767157
A	 -3.486646	  2.394058
A	  4.518562	  5.435643
A	  3.102862	  5.722919
A	 -4.146633	  1.081567
A	  4.828320	  3.958851
B	  2.961105	 -6.519120
B	  0.795168	 -0.987892
A	  6.065633	  0.923504
B	  1.543322	 -3.577698
A	 -2.674659	  5.304735
B	  3.766848	 -4.548682
B	  0.900136	  0.150263
B	  3.185456	 -5.426711
A	  3.652733	  5.615746
A	  4.036020	  1.554640
A	  4.260783	  6.272074
B	  1.923426	 -0.522964
B	  4.735570	 -6.099775
B	  2.591694	 -1.130614
A	  4.763776	  1.937362
B	  3.568414	 -2.259118
A	  2.667056	  4.755727
A	  4.390848	  2.057476
B	  0.225562	 -0.074227
A	 -1.889969	  2.455505
A	 -3.635488	  1.903370
A	 -4.332115	  0.947983
A	  5.764373	 -2.867734
B	  1.112280	 -1.041700
A	 -1.682247	 -2.868899
B	  2.650755	 -6.439335
B	  3.005438	 -5.840231
B	  1.635453	 -3.892925
B	  3.669312	 -6.824598
B	  0.925860	 -1.193429
A	  4.615788	  4.963066
A	  5.273966	  0.495565
A	 -3.196536	  0.534498
A	 -1.619993	 -0.074248
A	 -3.684468	  4.679502
A	  4.686133	  3.631399
B	  0.947450	  0.317946
A	  2.762111	  5.489194
A	 -3.084763	  0.052047
B	  1.904708	 -2.614585
B	  3.496533	 -5.403425
B	  2.833783	 -8.008334
B	  2.178487	 -4.185784
B	  0.474900	 -1.321806
B	  2.318302	 -2.059946
B	  0.660420	 -2.544187
B	  3.948247	 -6.860932
A	 -4.115778	  4.622738
B	  0.535496	 -1.377528
B	  3.670680	 -2.999693
B	  2.611610	 -0.464869
A	  6.017664	  4.993930
B	  2.880142	 -2.492686
B	  3.605567	 -7.992278
A	 -4.231043	  0.416650
B	  2.475615	 -6.812525
B	  2.656724	 -6.012570
A	 -0.715237	 -2.240776
B	  2.975409	 -2.095552
A	  4.887608	  5.029907
B	  1.106933	 -0.896329
B	  1.337182	 -1.800544
B	  2.979157	 -7.719693
A	 -0.371486	 -2.263986
B	  3.891762	 -6.461020
A	 -2.819221	 -1.033951
B	  2.384414	 -6.590799
B	  1.540961	 -1.973172
B	  1.044504	 -0.186012
A	 -4.155146	  4.349217
B	  0.653071	 -0.586221
B	  2.962726	 -0.838843
A	 -2.878284	 -5.128197
A	  6.116325	  2.748777
B	  2.893701	 -4.482598
A	 -2.667800	 -0.124654
A	  8.095593	 -2.159409
B	  3.250131	 -7.990834
A	 -2.651590	  1.707797
B	  2.828917	 -0.393288
A	  8.057396	 -2.227708
B	  1.868084	 -0.914601
A	  4.633483	  4.528087
B	  2.221282	 -6.430190
A	  4.244135	  4.749350
B	  3.764725	 -5.839620
B	  2.430261	 -4.335087
A	 -5.984671	  4.155566
B	  1.981703	 -1.592463
A	 -2.794272	 -1.043894
A	  6.046129	  0.997202
B	 -0.056498	 -0.045256
B	  2.655823	 -3.857013
A	  6.809371	 -0.450855
A	 -2.976314	  0.897763
B	  1.186254	 -2.084238
A	  4.298416	  0.653153
A	 -1.544725	 -0.020301
A	 -2.235510	 -2.054190
B	  3.617991	 -2.546411
B	  4.692817	 -6.199004
A	  5.876697	 -1.285803
A	  5.705124	  1.563905
B	  3.142436	 -2.858735
A	 -3.937318	 -3.528527
B	  0.473540	  0.377888
A	  5.048443	  3.949618
B	  1.895743	 -3.628297
A	  6.229630	 -2.849405
B	  1.742972	 -5.456482
B	  0.926526	  0.467283
A	  2.454410	  5.879732
A	  5.806783	  0.446144
A	  5.691570	 -2.421567
A	  7.372124	  0.741365
